ID;LABEL;DICE;HDRFDST
117122;WhiteMatter;0.8155727724433763;3.0
117122;GreyMatter;0.720310188773261;2.0
117122;Hippocampus;0.5617503183006098;14.422205101855956
117122;Amygdala;0.48173104299136377;13.601470508735444
117122;Thalamus;0.7670015815424691;13.038404810405298
118528;WhiteMatter;0.8244801010648027;3.0
118528;GreyMatter;0.7189274797432272;3.0
118528;Hippocampus;0.5304757392491848;16.06237840420901
118528;Amygdala;0.46938775510204084;13.92838827718412
118528;Thalamus;0.7320466880409044;13.564659966250536
118730;WhiteMatter;0.8122737704665527;2.8284271247461903
118730;GreyMatter;0.7286573912531968;2.0
118730;Hippocampus;0.4882143817405073;13.45362404707371
118730;Amygdala;0.5486069179677392;11.40175425099138
118730;Thalamus;0.7331365280891394;14.352700094407323
118932;WhiteMatter;0.8299940972649472;2.8284271247461903
118932;GreyMatter;0.7346270466949667;2.0
118932;Hippocampus;0.5071344339622641;13.92838827718412
118932;Amygdala;0.5325722569538824;12.36931687685298
118932;Thalamus;0.7535294117647059;13.74772708486752
120111;WhiteMatter;0.8437867540569801;2.23606797749979
120111;GreyMatter;0.7160796884635761;2.0
120111;Hippocampus;0.515690440060698;12.84523257866513
120111;Amygdala;0.5178498820850614;9.486832980505138
120111;Thalamus;0.7130750605326877;15.132745950421556
122317;WhiteMatter;0.8326758997893509;3.0
122317;GreyMatter;0.7333035096994591;2.0
122317;Hippocampus;0.5298238165994481;16.1245154965971
122317;Amygdala;0.571322917629657;13.19090595827292
122317;Thalamus;0.7679287955059458;8.54400374531753
122620;WhiteMatter;0.8040958400150929;3.0
122620;GreyMatter;0.7351599166109781;2.449489742783178
122620;Hippocampus;0.5419497648107726;15.0
122620;Amygdala;0.5727233860624198;13.0
122620;Thalamus;0.7647032733079039;11.704699910719626
123117;WhiteMatter;0.8417709465869823;3.1622776601683795
123117;GreyMatter;0.7208806075878808;3.0
123117;Hippocampus;0.5153215618297735;15.165750888103101
123117;Amygdala;0.5295258240789705;12.68857754044952
123117;Thalamus;0.718887262079063;16.186414056238647
123925;WhiteMatter;0.8286718298063391;3.1622776601683795
123925;GreyMatter;0.7150273522123343;2.0
123925;Hippocampus;0.5180613647664454;15.652475842498529
123925;Amygdala;0.5492461857903764;11.489125293076057
123925;Thalamus;0.7749127733809889;15.7797338380595
124422;WhiteMatter;0.7835740060514288;3.1622776601683795
124422;GreyMatter;0.7118767888699034;2.0
124422;Hippocampus;0.5518408532107162;12.409673645990857
124422;Amygdala;0.6175805047867711;11.045361017187261
124422;Thalamus;0.7998312196722849;13.74772708486752
117122-PP;WhiteMatter;0.8173833214509896;2.23606797749979
117122-PP;GreyMatter;0.7214551964202861;2.0
117122-PP;Hippocampus;0.5819672131147541;12.328828005937952
117122-PP;Amygdala;0.4854108868267483;13.45362404707371
117122-PP;Thalamus;0.7742617520614561;6.708203932499369
118528-PP;WhiteMatter;0.8262590613838449;2.23606797749979
118528-PP;GreyMatter;0.7201333363112521;2.449489742783178
118528-PP;Hippocampus;0.5516681642946172;13.45362404707371
118528-PP;Amygdala;0.4725545390570021;13.784048752090222
118528-PP;Thalamus;0.7389095834744328;12.649110640673518
118730-PP;WhiteMatter;0.8151536560543781;2.23606797749979
118730-PP;GreyMatter;0.7298111984659122;2.0
118730-PP;Hippocampus;0.5049299910363799;10.344080432788601
118730-PP;Amygdala;0.5565278263913196;11.224972160321824
118730-PP;Thalamus;0.7434102419808666;8.774964387392123
118932-PP;WhiteMatter;0.832265637861555;2.23606797749979
118932-PP;GreyMatter;0.7359886839029612;2.0
118932-PP;Hippocampus;0.5277658464748113;11.661903789690601
118932-PP;Amygdala;0.5386730205278593;12.165525060596439
118932-PP;Thalamus;0.7635844675911134;8.774964387392123
120111-PP;WhiteMatter;0.8452956669868373;2.0
120111-PP;GreyMatter;0.7173144451934178;2.0
120111-PP;Hippocampus;0.5310995811714696;10.677078252031311
120111-PP;Amygdala;0.5239311310651619;9.219544457292887
120111-PP;Thalamus;0.7216163665567673;14.45683229480096
122317-PP;WhiteMatter;0.8346594586363117;2.23606797749979
122317-PP;GreyMatter;0.7345675353694605;2.0
122317-PP;Hippocampus;0.5560591425811724;11.180339887498949
122317-PP;Amygdala;0.5759298965227929;13.076696830622021
122317-PP;Thalamus;0.7766708483998721;7.280109889280518
122620-PP;WhiteMatter;0.806794811097434;2.23606797749979
122620-PP;GreyMatter;0.7365215863982857;2.0
122620-PP;Hippocampus;0.5636677757870489;12.68857754044952
122620-PP;Amygdala;0.5799134199134199;12.68857754044952
122620-PP;Thalamus;0.7735247924612968;8.602325267042627
123117-PP;WhiteMatter;0.8453321084891791;2.23606797749979
123117-PP;GreyMatter;0.7227070660910151;2.23606797749979
123117-PP;Hippocampus;0.5373491022734236;11.661903789690601
123117-PP;Amygdala;0.536859976767045;12.24744871391589
123117-PP;Thalamus;0.7288538220072962;15.132745950421556
123925-PP;WhiteMatter;0.8316434310520736;2.8284271247461903
123925-PP;GreyMatter;0.7164072119990724;2.0
123925-PP;Hippocampus;0.5376650979201457;12.649110640673518
123925-PP;Amygdala;0.5541685649202733;11.489125293076057
123925-PP;Thalamus;0.7832989158492514;7.681145747868608
124422-PP;WhiteMatter;0.7869661655916956;2.8284271247461903
124422-PP;GreyMatter;0.7132702243489719;2.0
124422-PP;Hippocampus;0.5726784649035593;9.1104335791443
124422-PP;Amygdala;0.6246917928848186;10.770329614269007
124422-PP;Thalamus;0.8113405004281229;5.744562646538029
